2025-01-01T02:03:38.925657  17239	19.099	19.008	23.128	23.128	18.374	27.319	24.659	23.451	21.436	31.026	50.206	50.161	23.568	2561.737	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:40.125748  17240	19.018	19.009	22.967	23.048	18.293	27.238	24.821	23.692	21.678	30.945	50.202	50.242	23.407	2559.178	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:41.325869  17241	19.099	19.018	23.128	23.128	18.293	27.399	24.579	23.692	21.355	31.348	50.206	50.161	23.407	2536.336	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:42.525814  17242	19.018	19.018	23.451	23.128	18.293	27.238	24.821	23.370	21.919	31.187	50.218	50.242	23.568	2536.233	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:43.725830  17243	19.099	19.026	23.370	23.128	18.212	27.399	24.659	23.612	21.436	30.864	50.204	50.161	23.729	2515.602	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:44.925995  17244	18.938	19.017	23.289	23.048	18.293	27.238	24.740	23.773	21.839	30.945	50.208	50.242	23.568	2537.855	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:46.125929  17245	19.099	19.025	23.209	23.048	18.293	27.560	24.740	23.773	21.355	31.187	50.211	50.323	23.568	2516.878	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:47.325965  17246	18.938	19.016	23.209	23.289	18.293	27.319	24.901	23.692	21.597	31.106	50.214	50.242	23.568	2538.978	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:48.525937  17247	18.938	19.009	23.209	23.048	18.374	27.319	24.659	23.451	21.597	31.187	50.209	50.242	23.729	2558.589	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:49.725983  17248	19.260	19.034	23.289	22.967	18.535	27.560	24.982	23.289	21.678	31.106	50.204	50.323	23.568	2494.826	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:50.926085  17249	19.018	19.032	23.209	23.048	18.535	27.319	24.982	23.612	21.355	30.864	50.208	50.323	23.568	2498.992	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:52.126233  17250	18.938	19.023	23.128	22.967	18.293	27.319	24.821	23.853	21.597	30.864	50.203	50.242	23.729	2522.613	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:53.326224  17251	19.018	19.022	23.209	23.128	18.293	27.399	24.740	23.531	21.516	31.187	50.207	50.242	23.568	2523.388	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:54.526353  17252	19.099	19.030	23.289	23.128	18.212	27.238	24.740	23.692	21.839	31.187	50.211	50.161	23.487	2503.871	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:55.726226  17253	19.018	19.029	22.886	23.048	18.454	27.319	24.901	23.531	21.516	30.864	50.206	50.323	23.729	2506.759	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:56.926257  17254	19.179	19.044	22.725	23.048	18.212	27.399	24.821	23.451	21.516	31.106	50.201	50.161	23.729	2468.457	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:58.126285  17255	19.179	19.057	23.048	22.967	18.454	27.399	24.740	23.209	21.758	30.784	50.197	50.323	23.568	2434.182	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:03:59.326337  17256	19.179	19.070	23.048	22.967	18.293	27.399	24.901	23.531	21.516	31.348	50.194	50.242	23.649	2403.209	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:00.526501  17257	19.260	19.089	22.967	23.048	18.293	27.641	24.821	23.612	21.355	31.187	50.190	50.161	23.649	2354.844	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:01.726611  17258	18.938	19.074	23.048	23.128	18.212	27.158	24.901	23.612	21.516	30.864	50.204	50.323	23.649	2392.753	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:02.926530  17259	18.857	19.052	23.128	23.209	18.293	27.399	24.982	23.451	21.436	31.026	50.216	50.161	23.568	2446.632	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:04.126472  17260	19.018	19.049	23.128	23.048	18.374	27.238	24.901	23.773	21.355	31.187	50.202	50.161	23.729	2454.333	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:05.326796  17261	18.938	19.038	22.886	23.048	18.293	27.560	25.062	23.531	21.516	31.187	50.198	50.161	23.649	2481.938	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:06.526646  17262	19.018	19.036	22.886	23.048	18.374	27.399	24.821	23.612	21.678	30.945	50.194	50.242	23.810	2486.303	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:07.726630  17263	19.018	19.034	23.048	23.128	18.293	27.480	25.143	23.531	21.597	30.784	50.191	50.242	23.729	2490.378	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:08.926681  17264	19.099	19.040	22.886	23.128	18.535	27.641	25.143	23.370	21.678	30.945	50.188	50.323	23.729	2473.670	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:10.126781  17265	19.099	19.046	22.967	23.128	18.454	27.480	24.982	23.370	21.355	31.026	50.185	50.242	23.649	2458.726	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:11.326894  17266	19.018	19.043	22.967	23.048	18.374	27.319	25.143	23.531	21.678	30.864	50.175	50.242	23.810	2465.571	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:12.526866  17267	19.099	19.049	23.128	23.209	18.293	27.319	25.143	23.370	21.839	30.945	50.190	50.323	23.729	2451.190	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:13.727101  17268	19.018	19.046	23.128	23.048	18.293	27.480	25.062	23.934	21.678	30.945	50.187	50.323	23.729	2458.704	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:14.926952  17269	18.857	19.027	22.967	23.128	18.615	27.158	25.223	23.692	21.516	31.106	50.176	50.242	23.729	2506.018	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:04:16.127070  17270	18.938	19.018	22.886	23.289	18.454	27.238	25.304	23.853	21.597	30.864	50.167	50.242	23.810	2528.018	0	0	0	0.00	-135.000	-135.000	225.000	36.527
