# WVR data file, version 2017-12-05
#As Scanning Observation 
#
TIME TIMEWVR CH0C CH0A CH0H CH0B CH1C CH1A CH1H CH1B CH2C CH2A CH2H CH2B CH3C CH3A CH3H CH3B EL AZ
2025-01-01T02:23:50.718996 1427.95202637 0 0 69944 0 0 0 74839 0 0 0 63807 0 0 0 58683 0 55.0 16207.575
2025-01-01T02:23:50.762579 1428.0 0 0 0 61271 0 0 0 60970 0 0 0 49515 0 0 0 45995 55.0 16208.175
2025-01-01T02:23:50.811796 1428.04797363 66413 0 0 0 70702 0 0 0 60146 0 0 0 55556 0 0 0 55.0 16208.775
2025-01-01T02:23:50.861082 1428.09594727 0 61281 0 0 0 60956 0 0 0 49517 0 0 0 46004 0 0 55.0 16209.375
2025-01-01T02:23:50.941891 1428.14404297 0 0 69941 0 0 0 74850 0 0 0 63796 0 0 0 58707 0 55.0 16210.05
2025-01-01T02:23:50.965587 1428.1920166 0 0 0 61282 0 0 0 60962 0 0 0 49516 0 0 0 46002 55.0 16210.5
2025-01-01T02:23:51.003186 1428.23999023 66420 0 0 0 70703 0 0 0 60142 0 0 0 55572 0 0 0 55.0 16211.1
2025-01-01T02:23:51.052477 1428.28796387 0 61279 0 0 0 60965 0 0 0 49523 0 0 0 46039 0 0 55.0 16211.7
2025-01-01T02:23:51.101770 1428.33605957 0 0 69942 0 0 0 74830 0 0 0 63770 0 0 0 58666 0 55.0 16212.3
2025-01-01T02:23:51.151054 1428.3840332 0 0 0 61281 0 0 0 60968 0 0 0 49537 0 0 0 46010 55.0 16212.825
2025-01-01T02:23:51.194551 1428.43200684 66424 0 0 0 70707 0 0 0 60142 0 0 0 55582 0 0 0 55.0 16213.425
2025-01-01T02:23:51.243866 1428.47998047 0 61302 0 0 0 60968 0 0 0 49532 0 0 0 46038 0 0 55.0 16214.025
2025-01-01T02:23:51.293172 1428.5279541 0 0 69954 0 0 0 74854 0 0 0 63811 0 0 0 58690 0 55.0 16214.625
2025-01-01T02:23:51.342483 1428.5760498 0 0 0 61292 0 0 0 60946 0 0 0 49534 0 0 0 46022 55.0 16215.15
2025-01-01T02:23:51.385935 1428.62402344 66420 0 0 0 70703 0 0 0 60157 0 0 0 55564 0 0 0 55.0 16215.75
2025-01-01T02:23:51.435231 1428.67199707 0 61271 0 0 0 60959 0 0 0 49530 0 0 0 46017 0 0 55.0 16216.35
2025-01-01T02:23:51.484538 1428.7199707 0 0 69938 0 0 0 74846 0 0 0 63817 0 0 0 58720 0 55.0 16216.95
2025-01-01T02:23:51.533796 1428.76794434 0 0 0 61279 0 0 0 60965 0 0 0 49535 0 0 0 46022 55.0 16217.55
2025-01-01T02:23:51.583083 1428.81604004 66435 0 0 0 70724 0 0 0 60145 0 0 0 55591 0 0 0 55.0 16218.075
2025-01-01T02:23:51.626642 1428.86401367 0 61284 0 0 0 60974 0 0 0 49549 0 0 0 46039 0 0 55.0 16218.675
2025-01-01T02:23:51.676245 1428.9119873 0 0 69941 0 0 0 74846 0 0 0 63791 0 0 0 58669 0 55.0 16219.275
2025-01-01T02:23:51.725528 1428.95996094 0 0 0 61289 0 0 0 60979 0 0 0 49558 0 0 0 46007 55.0 16219.875
2025-01-01T02:23:51.774812 1429.00805664 66426 0 0 0 70697 0 0 0 60131 0 0 0 55578 0 0 0 55.0 16220.4
2025-01-01T02:23:51.818345 1429.05603027 0 61291 0 0 0 60981 0 0 0 49548 0 0 0 46023 0 0 55.0 16221.0
2025-01-01T02:23:51.899085 1429.10400391 0 0 69954 0 0 0 74848 0 0 0 63778 0 0 0 58705 0 55.0 16221.675
2025-01-01T02:23:51.922678 1429.15197754 0 0 0 61282 0 0 0 60969 0 0 0 49524 0 0 0 46015 55.0 16222.2
2025-01-01T02:23:51.966192 1429.19995117 66425 0 0 0 70687 0 0 0 60127 0 0 0 55571 0 0 0 55.0 16222.725
2025-01-01T02:23:52.009686 1429.24804688 0 61275 0 0 0 60951 0 0 0 49517 0 0 0 46020 0 0 55.0 16223.325
2025-01-01T02:23:52.059354 1429.29602051 0 0 69935 0 0 0 74836 0 0 0 63786 0 0 0 58674 0 55.0 16223.925
2025-01-01T02:23:52.108605 1429.34399414 0 0 0 61286 0 0 0 60951 0 0 0 49527 0 0 0 46001 55.0 16224.525
2025-01-01T02:23:52.157932 1429.39196777 66423 0 0 0 70704 0 0 0 60141 0 0 0 55558 0 0 0 55.0 16225.05
2025-01-01T02:23:52.201369 1429.43994141 0 61274 0 0 0 60949 0 0 0 49516 0 0 0 46017 0 0 55.0 16225.65
2025-01-01T02:23:52.250661 1429.48803711 0 0 69950 0 0 0 74814 0 0 0 63794 0 0 0 58658 0 55.0 16226.25
2025-01-01T02:23:52.299967 1429.53601074 0 0 0 61294 0 0 0 60948 0 0 0 49536 0 0 0 45993 55.0 16226.85
2025-01-01T02:23:52.349222 1429.58398438 66416 0 0 0 70697 0 0 0 60137 0 0 0 55555 0 0 0 55.0 16227.45
2025-01-01T02:23:52.398529 1429.63195801 0 61299 0 0 0 60960 0 0 0 49526 0 0 0 46019 0 0 55.0 16227.975
2025-01-01T02:23:52.442322 1429.68005371 0 0 69950 0 0 0 74837 0 0 0 63785 0 0 0 58668 0 55.0 16228.575
2025-01-01T02:23:52.491668 1429.72802734 0 0 0 61283 0 0 0 60984 0 0 0 49548 0 0 0 46034 55.0 16229.175
2025-01-01T02:23:52.540916 1429.77600098 66431 0 0 0 70705 0 0 0 60134 0 0 0 55571 0 0 0 55.0 16229.775
2025-01-01T02:23:52.590191 1429.82397461 0 61285 0 0 0 60990 0 0 0 49533 0 0 0 46037 0 0 55.0 16230.3
2025-01-01T02:23:52.634101 1429.87194824 0 0 69950 0 0 0 74840 0 0 0 63787 0 0 0 58680 0 55.0 16230.9
2025-01-01T02:23:52.683392 1429.92004395 0 0 0 61283 0 0 0 60977 0 0 0 49541 0 0 0 46000 55.0 16231.5
2025-01-01T02:23:52.732600 1429.96801758 66407 0 0 0 70702 0 0 0 60138 0 0 0 55582 0 0 0 55.0 16232.1
2025-01-01T02:23:52.781874 1430.01599121 0 61289 0 0 0 60973 0 0 0 49530 0 0 0 46042 0 0 55.0 16232.7
2025-01-01T02:23:52.862612 1430.06396484 0 0 69943 0 0 0 74825 0 0 0 63777 0 0 0 58697 0 55.0 16233.375
2025-01-01T02:23:52.886259 1430.11206055 0 0 0 61275 0 0 0 60970 0 0 0 49533 0 0 0 45997 55.0 16233.825
2025-01-01T02:23:52.923995 1430.16003418 66416 0 0 0 70706 0 0 0 60134 0 0 0 55585 0 0 0 55.0 16234.425
2025-01-01T02:23:52.973275 1430.20800781 0 61281 0 0 0 60989 0 0 0 49540 0 0 0 46042 0 0 55.0 16235.025
2025-01-01T02:23:53.022600 1430.25598145 0 0 69937 0 0 0 74839 0 0 0 63792 0 0 0 58690 0 55.0 16235.55
2025-01-01T02:23:53.066081 1430.30395508 0 0 0 61295 0 0 0 60979 0 0 0 49545 0 0 0 46006 55.0 16236.15
2025-01-01T02:23:53.115423 1430.35205078 66462 0 0 0 70749 0 0 0 60157 0 0 0 55611 0 0 0 55.0 16236.75
2025-01-01T02:23:53.164649 1430.40002441 0 61323 0 0 0 61004 0 0 0 49569 0 0 0 46052 0 0 55.0 16237.35
2025-01-01T02:23:53.213962 1430.44799805 0 0 69963 0 0 0 74855 0 0 0 63796 0 0 0 58708 0 55.0 16237.875
2025-01-01T02:23:53.257480 1430.49597168 0 0 0 61306 0 0 0 60999 0 0 0 49541 0 0 0 46015 55.0 16238.475
2025-01-01T02:23:53.306766 1430.54394531 66426 0 0 0 70709 0 0 0 60130 0 0 0 55570 0 0 0 55.0 16239.075
2025-01-01T02:23:53.356138 1430.59204102 0 61305 0 0 0 60984 0 0 0 49553 0 0 0 46039 0 0 55.0 16239.675
2025-01-01T02:23:53.405327 1430.64001465 0 0 69958 0 0 0 74857 0 0 0 63808 0 0 0 58715 0 55.0 16240.275
2025-01-01T02:23:53.454650 1430.68798828 0 0 0 61299 0 0 0 60988 0 0 0 49540 0 0 0 46037 55.0 16240.8
2025-01-01T02:23:53.498142 1430.73596191 66423 0 0 0 70724 0 0 0 60126 0 0 0 55595 0 0 0 55.0 16241.4
2025-01-01T02:23:53.547475 1430.78405762 0 61305 0 0 0 61011 0 0 0 49547 0 0 0 46062 0 0 55.0 16242.0
2025-01-01T02:23:53.596742 1430.83203125 0 0 69956 0 0 0 74855 0 0 0 63791 0 0 0 58707 0 55.0 16242.6
2025-01-01T02:23:53.646025 1430.88000488 0 0 0 61308 0 0 0 60994 0 0 0 49549 0 0 0 46035 55.0 16243.125
2025-01-01T02:23:53.689532 1430.92797852 66423 0 0 0 70704 0 0 0 60125 0 0 0 55583 0 0 0 55.0 16243.725
2025-01-01T02:23:53.738798 1430.97595215 0 61291 0 0 0 60971 0 0 0 49544 0 0 0 46041 0 0 55.0 16244.325
2025-01-01T02:23:53.819918 1431.02404785 0 0 69943 0 0 0 74832 0 0 0 63790 0 0 0 58684 0 55.0 16245.0
2025-01-01T02:23:53.843517 1431.07202148 0 0 0 61299 0 0 0 60995 0 0 0 49557 0 0 0 46024 55.0 16245.45
2025-01-01T02:23:53.881220 1431.11999512 66433 0 0 0 70712 0 0 0 60137 0 0 0 55600 0 0 0 55.0 16246.05
2025-01-01T02:23:53.930518 1431.16796875 0 61308 0 0 0 60985 0 0 0 49554 0 0 0 46058 0 0 55.0 16246.65
2025-01-01T02:23:53.979830 1431.21594238 0 0 69964 0 0 0 74857 0 0 0 63804 0 0 0 58700 0 55.0 16247.25
2025-01-01T02:23:54.029099 1431.26403809 0 0 0 61308 0 0 0 61000 0 0 0 49563 0 0 0 46022 55.0 16247.85
2025-01-01T02:23:54.078402 1431.31201172 66443 0 0 0 70735 0 0 0 60142 0 0 0 55594 0 0 0 55.0 16248.375
2025-01-01T02:23:54.121886 1431.35998535 0 61314 0 0 0 61003 0 0 0 49550 0 0 0 46051 0 0 55.0 16248.975
2025-01-01T02:23:54.171191 1431.40795898 0 0 69962 0 0 0 74849 0 0 0 63787 0 0 0 58697 0 55.0 16249.575
2025-01-01T02:23:54.220491 1431.45605469 0 0 0 61311 0 0 0 61031 0 0 0 49564 0 0 0 46029 55.0 16250.175
2025-01-01T02:23:54.269809 1431.50402832 66446 0 0 0 70741 0 0 0 60159 0 0 0 55592 0 0 0 55.0 16250.775
2025-01-01T02:23:54.319067 1431.55200195 0 61292 0 0 0 61008 0 0 0 49560 0 0 0 46042 0 0 55.0 16251.3
2025-01-01T02:23:54.362578 1431.59997559 0 0 69967 0 0 0 74845 0 0 0 63800 0 0 0 58703 0 55.0 16251.9
2025-01-01T02:23:54.411902 1431.64794922 0 0 0 61316 0 0 0 61009 0 0 0 49559 0 0 0 46042 55.0 16252.5
2025-01-01T02:23:54.461181 1431.69604492 66422 0 0 0 70730 0 0 0 60138 0 0 0 55574 0 0 0 55.0 16253.1
2025-01-01T02:23:54.510470 1431.74401855 0 61289 0 0 0 61002 0 0 0 49543 0 0 0 46043 0 0 55.0 16253.625
2025-01-01T02:23:54.554503 1431.79199219 0 0 69957 0 0 0 74846 0 0 0 63791 0 0 0 58693 0 55.0 16254.225
2025-01-01T02:23:54.603613 1431.83996582 0 0 0 61302 0 0 0 61009 0 0 0 49557 0 0 0 46032 55.0 16254.825
2025-01-01T02:23:54.652864 1431.88793945 66411 0 0 0 70715 0 0 0 60154 0 0 0 55586 0 0 0 55.0 16255.425
2025-01-01T02:23:54.702157 1431.93603516 0 61320 0 0 0 61035 0 0 0 49571 0 0 0 46064 0 0 55.0 16255.95
2025-01-01T02:23:54.777619 1431.98400879 0 0 69964 0 0 0 74866 0 0 0 63787 0 0 0 58695 0 55.0 16256.625
2025-01-01T02:23:54.801356 1432.03198242 0 0 0 61315 0 0 0 60983 0 0 0 49557 0 0 0 46034 55.0 16257.15
2025-01-01T02:23:54.844877 1432.07995605 66419 0 0 0 70734 0 0 0 60147 0 0 0 55596 0 0 0 55.0 16257.75
2025-01-01T02:23:54.894156 1432.12805176 0 61309 0 0 0 61021 0 0 0 49572 0 0 0 46045 0 0 55.0 16258.35
2025-01-01T02:23:54.943519 1432.17602539 0 0 69954 0 0 0 74865 0 0 0 63818 0 0 0 58702 0 55.0 16258.875
2025-01-01T02:23:54.987249 1432.22399902 0 0 0 61335 0 0 0 61017 0 0 0 49564 0 0 0 46053 55.0 16259.475
2025-01-01T02:23:55.036340 1432.27197266 66436 0 0 0 70725 0 0 0 60151 0 0 0 55592 0 0 0 55.0 16260.075
2025-01-01T02:23:55.085626 1432.31994629 0 61303 0 0 0 61005 0 0 0 49573 0 0 0 46063 0 0 55.0 16260.6
2025-01-01T02:23:55.130343 1432.36804199 0 0 69929 0 0 0 74856 0 0 0 63801 0 0 0 58708 0 55.0 16261.2
2025-01-01T02:23:55.179704 1432.41601562 0 0 0 61302 0 0 0 60995 0 0 0 49562 0 0 0 46034 55.0 16261.8
2025-01-01T02:23:55.228952 1432.46398926 66432 0 0 0 70700 0 0 0 60122 0 0 0 55566 0 0 0 55.0 16262.4
2025-01-01T02:23:55.278243 1432.51196289 0 61304 0 0 0 60994 0 0 0 49555 0 0 0 46040 0 0 55.0 16262.925
2025-01-01T02:23:55.322350 1432.56005859 0 0 69957 0 0 0 74863 0 0 0 63804 0 0 0 58700 0 55.0 16263.525
2025-01-01T02:23:55.371951 1432.60803223 0 0 0 61318 0 0 0 60998 0 0 0 49554 0 0 0 46020 55.0 16264.125
2025-01-01T02:23:55.421239 1432.65600586 66448 0 0 0 70702 0 0 0 60125 0 0 0 55568 0 0 0 55.0 16264.725
2025-01-01T02:23:55.470540 1432.70397949 0 61323 0 0 0 60985 0 0 0 49555 0 0 0 46045 0 0 55.0 16265.25
2025-01-01T02:23:55.514933 1432.75195312 0 0 69948 0 0 0 74834 0 0 0 63788 0 0 0 58683 0 55.0 16265.85
2025-01-01T02:23:55.564246 1432.80004883 0 0 0 61334 0 0 0 61016 0 0 0 49567 0 0 0 46037 55.0 16266.45
2025-01-01T02:23:55.613556 1432.84802246 66439 0 0 0 70713 0 0 0 60145 0 0 0 55582 0 0 0 55.0 16267.05
2025-01-01T02:23:55.662830 1432.89599609 0 61332 0 0 0 61003 0 0 0 49571 0 0 0 46073 0 0 55.0 16267.575
2025-01-01T02:23:55.738759 1432.94396973 0 0 69954 0 0 0 74842 0 0 0 63824 0 0 0 58702 0 55.0 16268.25
2025-01-01T02:23:55.762092 1432.99194336 0 0 0 61324 0 0 0 61004 0 0 0 49564 0 0 0 46050 55.0 16268.775
2025-01-01T02:23:55.805459 1433.04003906 66404 0 0 0 70689 0 0 0 60111 0 0 0 55590 0 0 0 55.0 16269.375
2025-01-01T02:23:55.854790 1433.0880127 0 61301 0 0 0 61004 0 0 0 49557 0 0 0 46051 0 0 55.0 16269.9
2025-01-01T02:23:55.898231 1433.13598633 0 0 69937 0 0 0 74802 0 0 0 63781 0 0 0 58688 0 55.0 16270.5
2025-01-01T02:23:55.947614 1433.18395996 0 0 0 61320 0 0 0 61001 0 0 0 49573 0 0 0 46020 55.0 16271.1
2025-01-01T02:23:55.996838 1433.23205566 66436 0 0 0 70711 0 0 0 60131 0 0 0 55578 0 0 0 55.0 16271.625
2025-01-01T02:23:56.041887 1433.2800293 0 61305 0 0 0 61002 0 0 0 49563 0 0 0 46040 0 0 55.0 16272.225
2025-01-01T02:23:56.091137 1433.32800293 0 0 69939 0 0 0 74841 0 0 0 63787 0 0 0 58657 0 55.0 16272.825
2025-01-01T02:23:56.140433 1433.37597656 0 0 0 61323 0 0 0 61008 0 0 0 49568 0 0 0 46018 55.0 16273.425
2025-01-01T02:23:56.189730 1433.4239502 66419 0 0 0 70706 0 0 0 60123 0 0 0 55561 0 0 0 55.0 16274.025
2025-01-01T02:23:56.239047 1433.4720459 0 61307 0 0 0 60993 0 0 0 49558 0 0 0 46052 0 0 55.0 16274.55
2025-01-01T02:23:56.282531 1433.52001953 0 0 69942 0 0 0 74819 0 0 0 63789 0 0 0 58674 0 55.0 16275.15
2025-01-01T02:23:56.331837 1433.56799316 0 0 0 61316 0 0 0 60997 0 0 0 49561 0 0 0 46034 55.0 16275.75
2025-01-01T02:23:56.381115 1433.6159668 66425 0 0 0 70703 0 0 0 60123 0 0 0 55570 0 0 0 55.0 16276.35
2025-01-01T02:23:56.430398 1433.66394043 0 61327 0 0 0 61009 0 0 0 49566 0 0 0 46048 0 0 55.0 16276.875
2025-01-01T02:23:56.474299 1433.71203613 0 0 69962 0 0 0 74822 0 0 0 63809 0 0 0 58701 0 55.0 16277.475
2025-01-01T02:23:56.523549 1433.76000977 0 0 0 61330 0 0 0 61004 0 0 0 49554 0 0 0 46043 55.0 16278.075
2025-01-01T02:23:56.572800 1433.8079834 66439 0 0 0 70723 0 0 0 60152 0 0 0 55590 0 0 0 55.0 16278.675
2025-01-01T02:23:56.622098 1433.85595703 0 61345 0 0 0 61025 0 0 0 49586 0 0 0 46094 0 0 55.0 16279.2
2025-01-01T02:23:56.697854 1433.90405273 0 0 69959 0 0 0 74843 0 0 0 63798 0 0 0 58708 0 55.0 16279.875
2025-01-01T02:23:56.721241 1433.95202637 0 0 0 61339 0 0 0 61027 0 0 0 49572 0 0 0 46041 55.0 16280.4
2025-01-01T02:23:56.764779 1434.0 66428 0 0 0 70727 0 0 0 60140 0 0 0 55593 0 0 0 55.0 16281.0
2025-01-01T02:23:56.814055 1434.04797363 0 61311 0 0 0 61021 0 0 0 49566 0 0 0 46051 0 0 55.0 16281.525
2025-01-01T02:23:56.858201 1434.09594727 0 0 69931 0 0 0 74855 0 0 0 63805 0 0 0 58697 0 55.0 16282.125
2025-01-01T02:23:56.907515 1434.14404297 0 0 0 61338 0 0 0 61032 0 0 0 49568 0 0 0 46054 55.0 16282.725
2025-01-01T02:23:56.956851 1434.1920166 66416 0 0 0 70722 0 0 0 60134 0 0 0 55602 0 0 0 55.0 16283.325
2025-01-01T02:23:57.006062 1434.23999023 0 61308 0 0 0 61029 0 0 0 49562 0 0 0 46056 0 0 55.0 16283.85
2025-01-01T02:23:57.050221 1434.28796387 0 0 69934 0 0 0 74845 0 0 0 63780 0 0 0 58692 0 55.0 16284.45
2025-01-01T02:23:57.099500 1434.33605957 0 0 0 61334 0 0 0 61026 0 0 0 49572 0 0 0 46060 55.0 16285.05
2025-01-01T02:23:57.148754 1434.3840332 66428 0 0 0 70725 0 0 0 60142 0 0 0 55585 0 0 0 55.0 16285.65
2025-01-01T02:23:57.198056 1434.43200684 0 61331 0 0 0 61020 0 0 0 49573 0 0 0 46061 0 0 55.0 16286.175
2025-01-01T02:23:57.242197 1434.47998047 0 0 69945 0 0 0 74864 0 0 0 63810 0 0 0 58717 0 55.0 16286.775
2025-01-01T02:23:57.291483 1434.5279541 0 0 0 61335 0 0 0 61033 0 0 0 49580 0 0 0 46037 55.0 16287.375
2025-01-01T02:23:57.340741 1434.5760498 66409 0 0 0 70708 0 0 0 60148 0 0 0 55568 0 0 0 55.0 16287.975
2025-01-01T02:23:57.390055 1434.62402344 0 61330 0 0 0 61032 0 0 0 49577 0 0 0 46052 0 0 55.0 16288.5
2025-01-01T02:23:57.434163 1434.67199707 0 0 69943 0 0 0 74826 0 0 0 63808 0 0 0 58696 0 55.0 16289.1
2025-01-01T02:23:57.483513 1434.7199707 0 0 0 61326 0 0 0 61011 0 0 0 49566 0 0 0 46031 55.0 16289.7
2025-01-01T02:23:57.532751 1434.76794434 66418 0 0 0 70738 0 0 0 60145 0 0 0 55601 0 0 0 55.0 16290.3
2025-01-01T02:23:57.582047 1434.81604004 0 61350 0 0 0 61047 0 0 0 49578 0 0 0 46054 0 0 55.0 16290.825
2025-01-01T02:23:57.657422 1434.86401367 0 0 69938 0 0 0 74840 0 0 0 63792 0 0 0 58716 0 55.0 16291.5
2025-01-01T02:23:57.681317 1434.9119873 0 0 0 61342 0 0 0 61033 0 0 0 49572 0 0 0 46040 55.0 16292.025
2025-01-01T02:23:57.724753 1434.95996094 66430 0 0 0 70730 0 0 0 60150 0 0 0 55593 0 0 0 55.0 16292.625
2025-01-01T02:23:57.774055 1435.00805664 0 61349 0 0 0 61028 0 0 0 49568 0 0 0 46060 0 0 55.0 16293.15
2025-01-01T02:23:57.818160 1435.05603027 0 0 69946 0 0 0 74846 0 0 0 63810 0 0 0 58704 0 55.0 16293.75
2025-01-01T02:23:57.867500 1435.10400391 0 0 0 61336 0 0 0 61031 0 0 0 49562 0 0 0 46014 55.0 16294.35
2025-01-01T02:23:57.916728 1435.15197754 66413 0 0 0 70704 0 0 0 60132 0 0 0 55582 0 0 0 55.0 16294.95
2025-01-01T02:23:57.966036 1435.19995117 0 61336 0 0 0 61048 0 0 0 49574 0 0 0 46069 0 0 55.0 16295.55
2025-01-01T02:23:58.015387 1435.24804688 0 0 69926 0 0 0 74867 0 0 0 63809 0 0 0 58734 0 55.0 16296.075
2025-01-01T02:23:58.058872 1435.29602051 0 0 0 61333 0 0 0 61037 0 0 0 49563 0 0 0 46052 55.0 16296.675
2025-01-01T02:23:58.108144 1435.34399414 66418 0 0 0 70731 0 0 0 60138 0 0 0 55593 0 0 0 55.0 16297.275
2025-01-01T02:23:58.157581 1435.39196777 0 61349 0 0 0 61048 0 0 0 49582 0 0 0 46083 0 0 55.0 16297.8
2025-01-01T02:23:58.201847 1435.43994141 0 0 69930 0 0 0 74843 0 0 0 63784 0 0 0 58726 0 55.0 16298.4
2025-01-01T02:23:58.251153 1435.48803711 0 0 0 61346 0 0 0 61056 0 0 0 49592 0 0 0 46061 55.0 16299.0
2025-01-01T02:23:58.300406 1435.53601074 66420 0 0 0 70729 0 0 0 60143 0 0 0 55596 0 0 0 55.0 16299.6
2025-01-01T02:23:58.349719 1435.58398438 0 61345 0 0 0 61037 0 0 0 49576 0 0 0 46054 0 0 55.0 16300.2
2025-01-01T02:23:58.399107 1435.63195801 0 0 69950 0 0 0 74835 0 0 0 63781 0 0 0 58700 0 55.0 16300.725
2025-01-01T02:23:58.442533 1435.68005371 0 0 0 61356 0 0 0 61053 0 0 0 49582 0 0 0 46072 55.0 16301.325
2025-01-01T02:23:58.491826 1435.72802734 66427 0 0 0 70729 0 0 0 60137 0 0 0 55604 0 0 0 55.0 16301.925
2025-01-01T02:23:58.541100 1435.77600098 0 61342 0 0 0 61037 0 0 0 49569 0 0 0 46074 0 0 55.0 16302.525
2025-01-01T02:23:58.621829 1435.82397461 0 0 69929 0 0 0 74847 0 0 0 63779 0 0 0 58700 0 55.0 16303.2
2025-01-01T02:23:58.645480 1435.87194824 0 0 0 61327 0 0 0 61022 0 0 0 49555 0 0 0 46031 55.0 16303.65
2025-01-01T02:23:58.683206 1435.92004395 66414 0 0 0 70713 0 0 0 60137 0 0 0 55576 0 0 0 55.0 16304.25
2025-01-01T02:23:58.732471 1435.96801758 0 61350 0 0 0 61050 0 0 0 49571 0 0 0 46069 0 0 55.0 16304.85
2025-01-01T02:23:58.781779 1436.01599121 0 0 69945 0 0 0 74848 0 0 0 63814 0 0 0 58708 0 55.0 16305.45
2025-01-01T02:23:58.831085 1436.06396484 0 0 0 61337 0 0 0 61048 0 0 0 49562 0 0 0 46052 55.0 16305.975
2025-01-01T02:23:58.874561 1436.11206055 66409 0 0 0 70735 0 0 0 60143 0 0 0 55599 0 0 0 55.0 16306.575
2025-01-01T02:23:58.923885 1436.16003418 0 61339 0 0 0 61057 0 0 0 49574 0 0 0 46070 0 0 55.0 16307.175
2025-01-01T02:23:58.973165 1436.20800781 0 0 69939 0 0 0 74877 0 0 0 63804 0 0 0 58717 0 55.0 16307.775
2025-01-01T02:23:59.022480 1436.25598145 0 0 0 61336 0 0 0 61046 0 0 0 49589 0 0 0 46050 55.0 16308.3
2025-01-01T02:23:59.065988 1436.30395508 66411 0 0 0 70731 0 0 0 60140 0 0 0 55588 0 0 0 55.0 16308.9
2025-01-01T02:23:59.115311 1436.35205078 0 61345 0 0 0 61047 0 0 0 49569 0 0 0 46058 0 0 55.0 16309.5
2025-01-01T02:23:59.164591 1436.40002441 0 0 69954 0 0 0 74864 0 0 0 63809 0 0 0 58700 0 55.0 16310.1
2025-01-01T02:23:59.213908 1436.44799805 0 0 0 61345 0 0 0 61044 0 0 0 49577 0 0 0 46050 55.0 16310.7
2025-01-01T02:23:59.263178 1436.49597168 66452 0 0 0 70737 0 0 0 60150 0 0 0 55605 0 0 0 55.0 16311.225
2025-01-01T02:23:59.306693 1436.54394531 0 61370 0 0 0 61035 0 0 0 49558 0 0 0 46067 0 0 55.0 16311.825
2025-01-01T02:23:59.356451 1436.59204102 0 0 69934 0 0 0 74849 0 0 0 63780 0 0 0 58685 0 55.0 16312.425
2025-01-01T02:23:59.405601 1436.64001465 0 0 0 61335 0 0 0 61021 0 0 0 49553 0 0 0 46032 55.0 16313.025
2025-01-01T02:23:59.454905 1436.68798828 66417 0 0 0 70730 0 0 0 60149 0 0 0 55585 0 0 0 55.0 16313.55
2025-01-01T02:23:59.498392 1436.73596191 0 61362 0 0 0 61057 0 0 0 49566 0 0 0 46057 0 0 55.0 16314.15
2025-01-01T02:23:59.579195 1436.78405762 0 0 69943 0 0 0 74830 0 0 0 63795 0 0 0 58704 0 55.0 16314.825
2025-01-01T02:23:59.602786 1436.83203125 0 0 0 61350 0 0 0 61036 0 0 0 49566 0 0 0 46052 55.0 16315.35
2025-01-01T02:23:59.646314 1436.88000488 66413 0 0 0 70711 0 0 0 60128 0 0 0 55600 0 0 0 55.0 16315.875
2025-01-01T02:23:59.689770 1436.92797852 0 61355 0 0 0 61031 0 0 0 49545 0 0 0 46048 0 0 55.0 16316.475
2025-01-01T02:23:59.739429 1436.97595215 0 0 69928 0 0 0 74835 0 0 0 63802 0 0 0 58674 0 55.0 16317.075
2025-01-01T02:23:59.788680 1437.02404785 0 0 0 61343 0 0 0 61026 0 0 0 49554 0 0 0 46015 55.0 16317.675
2025-01-01T02:23:59.837967 1437.07202148 66400 0 0 0 70704 0 0 0 60143 0 0 0 55560 0 0 0 55.0 16318.2
2025-01-01T02:23:59.881458 1437.11999512 0 61343 0 0 0 61027 0 0 0 49563 0 0 0 46033 0 0 55.0 16318.8
2025-01-01T02:23:59.930772 1437.16796875 0 0 69941 0 0 0 74858 0 0 0 63787 0 0 0 58700 0 55.0 16319.4
2025-01-01T02:23:59.980079 1437.21594238 0 0 0 61372 0 0 0 61046 0 0 0 49573 0 0 0 46041 55.0 16320.0
2025-01-01T02:24:00.029362 1437.26403809 66425 0 0 0 70725 0 0 0 60136 0 0 0 55587 0 0 0 55.0 16320.6
2025-01-01T02:24:00.078629 1437.31201172 0 61342 0 0 0 61041 0 0 0 49559 0 0 0 46035 0 0 55.0 16321.125
2025-01-01T02:24:00.122447 1437.35998535 0 0 69929 0 0 0 74853 0 0 0 63801 0 0 0 58692 0 55.0 16321.725
2025-01-01T02:24:00.171773 1437.40795898 0 0 0 61330 0 0 0 61019 0 0 0 49553 0 0 0 46012 55.0 16322.325
2025-01-01T02:24:00.221041 1437.45605469 66419 0 0 0 70724 0 0 0 60124 0 0 0 55559 0 0 0 55.0 16322.925
2025-01-01T02:24:00.270397 1437.50402832 0 61335 0 0 0 61031 0 0 0 49537 0 0 0 46019 0 0 55.0 16323.45
2025-01-01T02:24:00.314128 1437.55200195 0 0 69930 0 0 0 74845 0 0 0 63801 0 0 0 58685 0 55.0 16324.05
2025-01-01T02:24:00.363468 1437.59997559 0 0 0 61344 0 0 0 61024 0 0 0 49539 0 0 0 46019 55.0 16324.65
2025-01-01T02:24:00.412735 1437.64794922 66407 0 0 0 70716 0 0 0 60146 0 0 0 55593 0 0 0 55.0 16325.25
2025-01-01T02:24:00.461980 1437.69604492 0 61342 0 0 0 61048 0 0 0 49549 0 0 0 46049 0 0 55.0 16325.775
