pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
  50.0,20390,-35.5,-78.5,-74.2,  0,  1, 0.02,200, 8.2
  48.0,20673,-35.6,-78.6,-74.3,  0,  1, 0.02,175, 9.3
  46.0,20969,-35.6,-78.6,-74.4,  0,  1, 0.02,180,10.3
  42.0,21600,-35.8,-78.8,-74.5,  0,  1, 0.02,135, 8.2
  41.0,21767,-35.8,-78.8,-74.6,  0,  1, 0.02,130, 5.2
  39.3,22061,-35.9,-78.9,-74.7,  0,  1, 0.02,181, 5.2
  39.0,22115,-35.8,-78.8,-74.6,  0,  1, 0.02,190, 5.2
  34.0,23074,-33.6,-77.2,-72.9,  0,  1, 0.03,150, 6.7
  31.0,23721,-32.2,-76.1,-71.8,  0,  1, 0.04,165, 5.2
  30.0,23950,-31.7,-75.7,-71.4,  0,  1, 0.04,170, 5.7
  29.0,24190,-31.4,-75.8,-71.5,  0,  1, 0.04,155, 5.2
  28.0,24438,-31.1,-75.8,-71.6,  0,  1, 0.05,120, 5.2
  27.2,24644,-30.9,-75.9,-71.6,  0,  1, 0.05,132, 3.1
