pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
  63.0,18780,-40.8,-82.1,-78.0,  0,  1, 0.01,180,11.3
  54.0,19834,-39.3,-81.0,-76.8,  0,  1, 0.01,160, 9.8
  50.0,20360,-38.5,-80.5,-76.3,  0,  1, 0.01,180, 9.3
  47.0,20790,-37.8,-80.1,-75.8,  0,  1, 0.01,165,10.8
  43.0,21408,-36.8,-79.4,-75.2,  0,  1, 0.02,170,10.3
  39.0,22087,-35.8,-78.7,-74.5,  0,  1, 0.02,155, 9.8
  37.0,22453,-35.2,-78.4,-74.1,  0,  1, 0.02,170, 9.3
  35.0,22839,-34.6,-78.0,-73.7,  0,  1, 0.03,150, 8.8
  34.0,23040,-34.3,-77.8,-73.5,  0,  1, 0.03,165, 8.8
  31.0,23682,-33.3,-77.1,-72.9,  0,  1, 0.03,150, 6.7
  30.0,23910,-32.9,-76.9,-72.6,  0,  1, 0.04,155, 6.2
  29.0,24150,-32.6,-76.7,-72.4,  0,  1, 0.04,175, 6.7
  28.0,24398,-32.3,-76.4,-72.1,  0,  1, 0.04,160, 5.2
  26.0,24923,-31.6,-75.9,-71.6,  0,  1, 0.05,195, 6.2
  24.0,25489,-30.8,-75.4,-71.1,  0,  1, 0.06,165, 8.8
  23.0,25791,-30.4,-75.1,-70.8,  0,  1, 0.06,180, 9.8
  22.0,26105,-30.0,-74.8,-70.5,  0,  1, 0.07,145, 7.7
  21.0,26435,-29.6,-74.4,-70.1,  0,  1, 0.08,165, 8.2
  20.0,26780,-29.1,-74.1,-69.8,  0,  1, 0.08,145, 4.1
  19.0,27147,-28.8,-74.1,-69.8,  0,  1, 0.09,145, 9.8
  18.0,27534,-28.6,-74.1,-69.8,  0,  1, 0.09,140, 7.2
  17.0,27943,-28.3,-74.1,-69.8,  0,  1, 0.10,115, 6.7
  16.4,28201,-28.1,-74.1,-69.8,  0,  1, 0.10,115, 5.8
