pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 168.0,12245,-49.2,-83.2,-79.1,  1,  1, 0.00,150, 9.3
 164.0,12403,-49.1,-83.4,-79.2,  1,  1, 0.00,170, 8.8
 153.0,12860,-48.9,-83.8,-79.6,  1,  1, 0.00,165, 9.8
 150.0,12990,-48.9,-83.9,-79.8,  1,  1, 0.00,170, 9.8
 145.0,13213,-48.7,-83.9,-79.8,  1,  1, 0.00,185,10.8
 132.0,13831,-48.1,-83.9,-79.8,  1,  1, 0.00,165,12.9
 121.0,14403,-47.6,-83.9,-79.8,  1,  1, 0.00,180,11.8
 108.0,15150,-46.9,-83.9,-79.8,  1,  1, 0.00,177,13.7
 100.0,15660,-45.9,-84.9,-80.8,  0,  1, 0.00,175,14.9
  93.0,16146,-45.2,-84.5,-80.3,  0,  1, 0.00,160,12.9
  90.0,16366,-45.0,-84.3,-80.1,  0,  1, 0.00,170, 9.3
  88.0,16517,-44.8,-84.1,-80.0,  0,  1, 0.00,185,13.4
  84.0,16828,-44.3,-83.8,-79.7,  0,  1, 0.00,170,16.0
  70.0,18050,-42.7,-82.7,-78.5,  0,  1, 0.01,170,14.9
  57.0,19448,-40.3,-81.5,-77.3,  0,  1, 0.01,165,13.9
  53.0,19943,-39.4,-81.0,-76.8,  0,  1, 0.01,175,11.8
  52.0,20073,-39.2,-80.9,-76.7,  0,  1, 0.01,185,13.4
  50.0,20340,-38.7,-80.7,-76.5,  0,  1, 0.01,175,14.4
  48.0,20620,-38.4,-80.4,-76.2,  0,  1, 0.01,175,18.0
  41.8,21571,-37.5,-79.5,-75.3,  0,  1, 0.02,152,12.9
  40.0,21877,-36.0,-78.7,-74.5,  0,  1, 0.02,145,11.3
  37.0,22419,-33.5,-77.3,-73.0,  0,  1, 0.03,160, 9.3
  36.6,22495,-33.1,-77.1,-72.8,  0,  1, 0.03,159, 9.1
  34.0,23012,-33.1,-77.1,-72.8,  0,  1, 0.03,150, 8.2
  33.0,23221,-33.1,-77.1,-72.8,  0,  1, 0.03,160, 6.2
  32.0,23437,-33.1,-77.1,-72.8,  0,  1, 0.03,150, 5.7
  31.0,23660,-33.1,-77.1,-72.8,  0,  1, 0.03,160, 6.2
  30.0,23890,-33.1,-77.1,-72.8,  0,  1, 0.04,185, 5.7
  29.0,24129,-32.8,-76.8,-72.5,  0,  1, 0.04,155, 8.8
  27.0,24633,-32.1,-76.1,-71.9,  0,  1, 0.05,155, 7.2
  26.0,24900,-31.8,-75.8,-71.5,  0,  1, 0.05,170, 9.3
  25.0,25176,-31.4,-75.4,-71.1,  0,  1, 0.05,145, 7.7
  24.1,25435,-31.1,-75.1,-70.8,  1,  1, 0.06,154, 6.8
