pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
  48.0,20591,-37.3,-79.3,-75.1,  0,  1, 0.02,180,12.9
  44.0,21192,-36.9,-79.2,-75.0,  0,  1, 0.02,165,12.4
  42.0,21513,-36.7,-79.2,-75.0,  0,  1, 0.02,145,11.3
  40.0,21850,-36.5,-79.2,-74.9,  0,  1, 0.02,165, 7.7
  38.0,22204,-36.3,-79.1,-74.9,  0,  1, 0.02,155, 8.8
  37.0,22388,-36.2,-79.1,-74.9,  0,  1, 0.02,170, 9.3
  35.9,22597,-36.1,-79.1,-74.9,  0,  1, 0.02,162,10.1
  35.0,22774,-35.5,-78.7,-74.4,  0,  1, 0.02,155,10.8
  32.0,23399,-33.5,-77.2,-72.9,  0,  1, 0.03,175,10.8
  30.0,23850,-32.1,-76.1,-71.8,  0,  1, 0.04,155, 9.8
  29.0,24091,-31.9,-76.0,-71.7,  0,  1, 0.04,170,10.8
  28.0,24340,-31.7,-75.8,-71.5,  0,  1, 0.05,165,13.4
  26.0,24866,-31.2,-75.5,-71.2,  0,  1, 0.05,145, 7.2
  25.0,25145,-30.9,-75.4,-71.1,  0,  1, 0.06,205, 5.7
  24.0,25435,-30.7,-75.2,-70.9,  0,  1, 0.06,165, 8.8
  23.0,25737,-30.4,-75.1,-70.8,  0,  1, 0.06,170, 8.8
  21.0,26383,-29.8,-74.7,-70.4,  0,  1, 0.07,150,10.3
  20.0,26730,-29.5,-74.5,-70.2,  0,  1, 0.08,160,11.3
  19.0,27098,-28.1,-73.6,-69.3,  0,  1, 0.10,170,10.8
  18.1,27446,-26.7,-72.7,-68.4,  0,  1, 0.11,148, 5.3
  18.0,27486,-26.7,-72.7,-68.4,  0,  1, 0.11,145, 4.6
  17.5,27689,-26.9,-72.9,-68.6,  0,  1, 0.11,   ,    
